year,code,name,file_name,file_link
2009,sz002241,歌尔声学,2009年年度报告_(869k).PDF,http://static.cninfo.com.cn/finalpage/2010-01-21/57525820.PDF
2009,sz430049,双杰电气,2009年年度报告_(1111k).PDF,http://static.cninfo.com.cn/finalpage/2010-01-20/57525880.PDF
2009,sz000939,凯迪电力,2009年年度报告_(983k).PDF,http://static.cninfo.com.cn/finalpage/2010-01-20/57521798.PDF
2009,sz002031,巨轮股份,2009年年度报告_(791k).PDF,http://static.cninfo.com.cn/finalpage/2010-01-20/57521425.PDF
2009,sz600133,东湖高新,2009年年度报告_(670k).PDF,http://static.cninfo.com.cn/finalpage/2010-01-20/57521421.PDF
2009,sz002151,北斗星通,2009年年度报告_(2132k).PDF,http://static.cninfo.com.cn/finalpage/2010-01-20/57521356.PDF
2009,sz000620,S*ST圣方,2009年年度报告_(724k).PDF,http://static.cninfo.com.cn/finalpage/2010-01-20/57520709.PDF
2009,sz002082,栋梁新材,2009年年度报告_(704k).PDF,http://static.cninfo.com.cn/finalpage/2010-01-19/57517885.PDF
2009,sz002290,禾盛新材,2009年年度报告_(515k).PDF,http://static.cninfo.com.cn/finalpage/2010-01-19/57517539.PDF
2009,sz000861,海印股份,2009年年度报告_(1652k).PDF,http://static.cninfo.com.cn/finalpage/2010-01-19/57517439.PDF
2009,sz600580,卧龙电气,2009年年度报告_(1058k).PDF,http://static.cninfo.com.cn/finalpage/2010-01-16/57510882.PDF
2009,sz600173,卧龙地产,2009年年度报告_(1150k).PDF,http://static.cninfo.com.cn/finalpage/2010-01-15/57506918.PDF
2009,sz000979,*ST科苑,2009年年度报告_(625k).PDF,http://static.cninfo.com.cn/finalpage/2010-01-15/57506891.PDF
2009,sz000750,S*ST集琦,2009年年度报告_(4398k).PDF,http://static.cninfo.com.cn/finalpage/2010-01-12/57494797.PDF
2009,sz600057,*ST夏新,2009年年度报告_(672k).PDF,http://static.cninfo.com.cn/finalpage/2010-03-01/57636361.PDF
2009,sz600575,芜湖港,2009年年度报告_(569k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632837.PDF
2009,sz600572,康恩贝,2009年年度报告_(701k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632835.PDF
2009,sz600052,浙江广厦,2009年年度报告_(631k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632833.PDF
2009,sz600978,宜华木业,2009年年度报告_(579k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632831.PDF
2009,sz600729,重庆百货,2009年年度报告_(691k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632829.PDF
2009,sz600643,爱建股份,2009年年度报告_(2255k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632827.PDF
2009,sz600606,金丰投资,2009年年度报告_(1109k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632825.PDF
2009,sz600488,天药股份,2009年年度报告_(847k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632823.PDF
2009,sz600420,现代制药,2009年年度报告_(677k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632821.PDF
2009,sz600223,ST鲁置业,2009年年度报告_(779k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632819.PDF
2009,sz600166,福田汽车,2009年年度报告_(1231k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632817.PDF
2009,sz600009,上海机场,2009年年度报告_(1774k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632815.PDF
2009,sz002283,天润曲轴,2009年年度报告_(841k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632812.PDF
2009,sz002258,利尔化学,2009年年度报告_(814k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632472.PDF
2009,sz002121,科陆电子,2009年年度报告_(985k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632901.PDF
2009,sz002168,深圳惠程,2009年年度报告_(883k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632854.PDF
2009,sz002309,中利科技,2009年年度报告_(752k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632754.PDF
2009,sz002070,众和股份,2009年年度报告_(1535k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632742.PDF
2009,sz000150,宜华地产,2009年年度报告_(1244k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632716.PDF
2009,sz002093,国脉科技,2009年年度报告_(689k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632685.PDF
2009,sz002211,宏达新材,2009年年度报告_(844k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632664.PDF
2009,sz002162,斯 米 克,2009年年度报告_(4157k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632635.PDF
2009,sz002165,红 宝 丽,2009年年度报告_(742k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632575.PDF
2009,sz002013,中航精机,2009年年度报告_(1644k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632560.PDF
2009,sz000513,丽珠集团,2009年年度报告_(799k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632457.PDF
2009,sz000856,*ST 唐陶,2009年年度报告_(354k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632439.PDF
2009,sz000055,方大集团,2009年年度报告_(755k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632402.PDF
2009,sz000511,银基发展,2009年年度报告_(1628k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632377.PDF
2009,sz000519,银河动力,2009年年度报告_(3552k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632363.PDF
2009,sz300031,宝通带业,2009年年度报告_(540k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57632142.PDF
2009,sz300018,中元华电,2009年年度报告_(892k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57631824.PDF
2009,sz002291,星期六,2009年年度报告_(601k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57631790.PDF
2009,sz002049,晶源电子,2009年年度报告_(981k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-27/57631702.PDF
2009,sz600185,格力地产,2009年年度报告(修订版)_(617k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57628190.PDF
2009,sz002042,华孚色纺,2009年年度报告_(844k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57628210.PDF
2009,sz000639,金德发展,2009年年度报告_(546k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57627718.PDF
2009,sz300024,机器人,2009年年度报告_(3161k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57627990.PDF
2009,sz600707,彩虹股份,2009年年度报告_(1649k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57627895.PDF
2009,sz600077,百科集团,2009年年度报告_(517k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57627893.PDF
2009,sz000600,建投能源,2009年年度报告_(848k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57627874.PDF
2009,sz002142,宁波银行,2009年年度报告_(932k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57627845.PDF
2009,sz601918,国投新集,2009年年度报告_(754k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57627830.PDF
2009,sz600976,武汉健民,2009年年度报告_(650k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57627828.PDF
2009,sz600579,ST黄海,2009年年度报告_(876k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57627826.PDF
2009,sz600552,方兴科技,2009年年度报告_(597k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57627824.PDF
2009,sz002014,永新股份,2009年年度报告_(1786k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57627812.PDF
2009,sz002015,霞客环保,2009年年度报告_(830k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57627650.PDF
2009,sz000565,渝三峡Ａ,2009年年度报告_(742k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57627460.PDF
2009,sz002182,云海金属,2009年年度报告_(773k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57627430.PDF
2009,sz002296,辉煌科技,2009年年度报告_(2078k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57627413.PDF
2009,sz002264,新 华 都,2009年年度报告_(778k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57627118.PDF
2009,sz002248,华东数控,2009年年度报告_(1645k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-26/57626931.PDF
2009,sz600844,丹化科技,2009年年度报告(修订版)_(1172k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-25/57623777.PDF
2009,sz002068,黑猫股份,2009年年度报告_(665k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-25/57623272.PDF
2009,sz300049,福瑞股份,2009年年度报告_(797k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-25/57623612.PDF
2009,sz600184,新华光,2009年年度报告_(736k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-25/57623534.PDF
2009,sz600439,瑞贝卡,2009年年度报告_(984k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-25/57623532.PDF
2009,sz600089,特变电工,2009年年度报告_(983k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-25/57623530.PDF
2009,sz600834,申通地铁,2009年年度报告_(569k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-25/57623528.PDF
2009,sz600748,上实发展,2009年年度报告_(783k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-25/57623526.PDF
2009,sz600745,中茵股份,2009年年度报告_(1743k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-25/57623524.PDF
2009,sz600573,惠泉啤酒,2009年年度报告_(1094k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-25/57623522.PDF
2009,sz600261,浙江阳光,2009年年度报告_(766k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-25/57623520.PDF
2009,sz000572,海马股份,2009年年度报告_(816k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-25/57623513.PDF
2009,sz002270,法因数控,2009年年度报告_(1330k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-25/57623152.PDF
2009,sz002088,鲁阳股份,2009年年度报告_(726k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-25/57623125.PDF
2009,sz600468,百利电气,2009年年度报告_(919k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-24/57619917.PDF
2009,sz002069,獐 子 岛,2009年年度报告_(761k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-23/57615962.PDF
2009,sz600562,高淳陶瓷,2009年年度报告_(579k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-23/57616044.PDF
2009,sz600403,欣网视讯,2009年年度报告_(628k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-23/57616042.PDF
2009,sz002342,巨力索具,2009年年度报告_(778k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-12/57607599.PDF
2009,sz002114,罗平锌电,2009年年度报告_(2215k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-12/57607495.PDF
2009,sz600354,敦煌种业,2009年年度报告(修订版)_(823k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-12/57607791.PDF
2009,sz600338,ST珠峰,2009年年度报告_(1102k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-12/57607615.PDF
2009,sz600844,丹化科技,2009年年度报告_(646k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-12/57607613.PDF
2009,sz600807,天业股份,2009年年度报告_(633k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-12/57607611.PDF
2009,sz600684,珠江实业,2009年年度报告_(592k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-12/57607609.PDF
2009,sz600460,士兰微,2009年年度报告_(761k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-12/57607607.PDF
2009,sz600456,宝钛股份,2009年年度报告_(837k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-12/57607605.PDF
2009,sz600246,万通地产,2009年年度报告_(656k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-12/57607603.PDF
2009,sz002275,桂林三金,2009年年度报告_(2058k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-12/57607482.PDF
2009,sz000551,创元科技,2009年年度报告_(687k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-12/57607332.PDF
2009,sz002148,北纬通信,2009年年度报告_(601k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-12/57607003.PDF
2009,sz900948,伊泰Ｂ股,2009年年度报告_(882k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-11/57603705.PDF
2009,sz600317,营口港,2009年年度报告_(587k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-11/57603693.PDF
2009,sz600710,常林股份,2009年年度报告_(540k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-11/57603703.PDF
2009,sz600683,京投银泰,2009年年度报告_(1004k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-11/57603701.PDF
2009,sz600642,申能股份,2009年年度报告_(715k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-11/57603699.PDF
2009,sz600595,中孚实业,2009年年度报告_(775k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-11/57603697.PDF
2009,sz600533,栖霞建设,2009年年度报告_(782k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-11/57603695.PDF
2009,sz600208,新湖中宝,2009年年度报告_(1087k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-11/57603691.PDF
2009,sz600207,ST安彩,2009年年度报告_(493k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-11/57603689.PDF
2009,sz000908,天一科技,2009年年度报告_(789k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-11/57603675.PDF
2009,sz002310,东方园林,2009年年度报告_(1798k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-11/57603635.PDF
2009,sz000862,银星能源,2009年年度报告_(2728k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-11/57603616.PDF
2009,sz000635,英 力 特,2009年年度报告_(577k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-11/57603595.PDF
2009,sz000608,阳光股份,2009年年度报告_(757k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-11/57603529.PDF
2009,sz002138,顺络电子,2009年年度报告_(654k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-11/57603473.PDF
2009,sz000779,三毛派神,2009年年度报告_(1115k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-11/57603394.PDF
2009,sz002101,广东鸿图,2009年年度报告_(1254k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599149.PDF
2008,sz600061,中纺投资,2008年年度报告(修订版)_(523k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599678.PDF
2009,sz300034,钢研高纳,2009年年度报告_(585k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599403.PDF
2009,sz300019,硅宝科技,2009年年度报告_(1247k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599189.PDF
2009,sz600990,四创电子,2009年年度报告_(631k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599683.PDF
2009,sz600354,敦煌种业,2009年年度报告_(942k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599428.PDF
2009,sz600879,航天电子,2009年年度报告_(1790k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599426.PDF
2009,sz600792,ST马龙,2009年年度报告_(574k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599424.PDF
2009,sz600773,*ST雅砻,2009年年度报告_(2214k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599422.PDF
2009,sz600675,中华企业,2009年年度报告_(2305k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599420.PDF
2009,sz600503,华丽家族,2009年年度报告_(615k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599418.PDF
2009,sz600416,湘电股份,2009年年度报告_(746k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599416.PDF
2009,sz600381,ST贤成,2009年年度报告_(681k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599414.PDF
2009,sz600146,大元股份,2009年年度报告_(677k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599412.PDF
2009,sz600122,宏图高科,2009年年度报告_(2278k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599410.PDF
2009,sz600118,中国卫星,2009年年度报告_(741k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599408.PDF
2009,sz600099,林海股份,2009年年度报告_(453k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599406.PDF
2009,sz002159,三特索道,2009年年度报告_(721k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599386.PDF
2009,sz000918,嘉凯城,2009年年度报告_(465k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599324.PDF
2009,sz002125,湘潭电化,2009年年度报告_(583k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599292.PDF
2009,sz000822,山东海化,2009年年度报告_(1148k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599284.PDF
2009,sz002282,博深工具,2009年年度报告_(1752k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599206.PDF
2009,sz000790,华神集团,2009年年度报告_(2556k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599177.PDF
2009,sz002169,智光电气,2009年年度报告_(1043k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599039.PDF
2009,sz000713,丰乐种业,2009年年度报告_(459k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57599017.PDF
2009,sz000561,*ST长岭,2009年年度报告_(351k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57598979.PDF
2009,sz000715,中兴商业,2009年年度报告_(283k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57598845.PDF
2009,sz000611,时代科技,2009年年度报告_(592k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-10/57598788.PDF
2009,sz430033,彩讯科技,2009年年度报告_(460k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57598706.PDF
2009,sz430051,九 恒 星,2009年年度报告_(680k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57598401.PDF
2009,sz000156,*ST 嘉瑞,2009年年度报告_(812k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57594594.PDF
2009,sz600369,西南证券,2009年年度报告_(1001k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57594735.PDF
2009,sz600888,新疆众和,2009年年度报告_(658k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57594733.PDF
2009,sz600873,五洲明珠,2009年年度报告_(610k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57594731.PDF
2009,sz600861,北京城乡,2009年年度报告_(1024k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57594729.PDF
2009,sz600824,益民商业,2009年年度报告_(2298k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57594727.PDF
2009,sz600823,世茂股份,2009年年度报告_(982k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57594725.PDF
2009,sz600426,华鲁恒升,2009年年度报告_(492k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57594723.PDF
2009,sz600231,凌钢股份,2009年年度报告_(1699k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57594721.PDF
2009,sz600087,长航油运,2009年年度报告_(834k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57594719.PDF
2009,sz002233,塔牌集团,2009年年度报告_(825k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57594642.PDF
2009,sz000425,徐工机械,2009年年度报告_(2824k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57594543.PDF
2009,sz002087,新野纺织,2009年年度报告_(824k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57594513.PDF
2009,sz000011,深物业A,2009年年度报告_(703k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57594487.PDF
2009,sz000558,莱茵置业,2009年年度报告_(1918k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57594336.PDF
2009,sz000776,S 延边路,2009年年度报告_(1044k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57594286.PDF
2009,sz000155,川化股份,2009年年度报告_(1781k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57593876.PDF
2009,sz002016,世荣兆业,2009年年度报告_(922k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-09/57593833.PDF
2009,sz430024,金和软件,2009年年度报告_(954k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-08/57593262.PDF
2009,sz600703,三安光电,2009年年度报告_(652k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-08/57590850.PDF
2009,sz600481,双良股份,2009年年度报告_(621k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-08/57590848.PDF
2009,sz600276,恒瑞医药,2009年年度报告_(929k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-08/57590846.PDF
2009,sz002033,丽江旅游,2009年年度报告_(1609k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-08/57585436.PDF
2009,sz600112,长征电气,2009年年度报告_(660k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-06/57585796.PDF
2009,sz600003,ST东北高,2009年年度报告_(2026k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-06/57586017.PDF
2009,sz600629,棱光实业,2009年年度报告(修订版)_(617k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-06/57586002.PDF
2009,sz600979,广安爱众,2009年年度报告_(913k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-06/57585724.PDF
2009,sz600870,*ST厦华,2009年年度报告_(676k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-06/57585722.PDF
2009,sz600856,长百集团,2009年年度报告_(509k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-06/57585720.PDF
2009,sz600499,科达机电,2009年年度报告_(731k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-06/57585718.PDF
2009,sz600425,青松建化,2009年年度报告_(2051k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-06/57585716.PDF
2009,sz600353,旭光股份,2009年年度报告_(1867k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-06/57585714.PDF
2009,sz600279,重庆港九,2009年年度报告_(733k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-06/57585712.PDF
2009,sz600158,中体产业,2009年年度报告_(689k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-06/57585710.PDF
2009,sz600136,道博股份,2009年年度报告_(613k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-06/57585708.PDF
2009,sz000514,渝 开 发,2009年年度报告_(707k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-06/57585630.PDF
2009,sz000603,*ST 威达,2009年年度报告_(688k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-06/57585613.PDF
2009,sz000839,中信国安,2009年年度报告_(540k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-06/57585022.PDF
2009,sz400038,华 信 3,2009年年度报告_(545k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-05/57585201.PDF
2009,sz000792,盐湖钾肥,2009年年度报告_(723k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-05/57581764.PDF
2009,sz000578,盐湖集团,2009年年度报告_(735k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-05/57581756.PDF
2009,sz000501,鄂武商Ａ,2009年年度报告_(726k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-05/57581439.PDF
2009,sz002045,广州国光,2009年年度报告_(1115k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-05/57581257.PDF
2009,sz002117,东港股份,2009年年度报告_(771k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-05/57581138.PDF
2009,sz600201,金宇集团,2009年年度报告_(673k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-05/57581480.PDF
2009,sz600971,恒源煤电,2009年年度报告_(1995k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-05/57581459.PDF
2009,sz600298,安琪酵母,2009年年度报告_(642k).PDF,http://static.cninfo.com.cn/finalpage/2010-02-05/57581457.PDF
